Distance,CostPerNight,Label
2.1106796394226506,391.79407616363756,Hotel 122
1.91927186159565,405.18161104056605,Hotel 123
2.2894319220817803,526.724113409982,Hotel 124
3.9483107151104533,446.8205933428231,Hotel 125
2.229101393633327,289.3637391146265,Hotel 126
2.7821515393718386,396.71784567129276,Hotel 127
3.0320187795225864,315.9408418292915,Hotel 128
2.9477623275875193,530.8510234481322,Hotel 129
3.850110966077079,323.0297361912436,Hotel 130
1.2360549913925567,439.73450763496857,Hotel 131
1.6895773257729088,224.99668129573513,Hotel 132
2.8327861743644336,407.48912194306826,Hotel 133
2.7290545175756824,374.35712550897796,Hotel 134
2.123597813696555,315.5764333648775,Hotel 135
1.6029174709270615,407.8490827399481,Hotel 136
2.439387834252415,316.2862972285838,Hotel 137
2.779560765312109,381.8067371247603,Hotel 138
2.0475735938767743,279.6128059027322,Hotel 139
1.6481640246475573,417.2484307300884,Hotel 140
1.9647132812596908,581.3102169242092,Hotel 141
2.2303805551254823,440.510578282035,Hotel 142
0.18450325919446975,421.9470019015155,Hotel 143
1.9081244859500863,361.43204887815057,Hotel 144
2.4038328980726265,483.39347139281546,Hotel 145
2.6470904264406236,400.95470986397567,Hotel 146
2.4051636198570874,241.2912587168102,Hotel 147
3.6279809891117565,461.9165167674943,Hotel 148
2.2930510932298986,450.62850916388163,Hotel 149
3.7081714456650796,229.8340508571392,Hotel 150
3.525808078496459,307.4908280128859,Hotel 151
2.4486407727169923,514.8234904217444,Hotel 152
1.2729992435982804,236.08978263976022,Hotel 153
3.037644635200194,558.5921052317299,Hotel 154
2.1981181225366386,574.7281678773102,Hotel 155
2.746028244716825,385.50643049566156,Hotel 156
1.5645932572523966,450.9440566049183,Hotel 157
0.823120661145526,428.2633754261874,Hotel 158
2.5249556257658403,457.0640548599815,Hotel 159
2.2975356662534274,381.8993848355239,Hotel 160
3.2253463490996293,418.0100896187216,Hotel 161
2.5587184473354045,416.648323630997,Hotel 162
1.21597939932163,532.9049646343522,Hotel 163
1.6958584468554578,426.33644044400756,Hotel 164
3.7161241448024076,476.5380252717811,Hotel 165
1.7806216595830773,459.76089129027577,Hotel 166
3.118484148840698,331.49233717556444,Hotel 167
2.613242874204208,551.8857489692358,Hotel 168
3.3443061306495747,349.31328589721846,Hotel 169
3.0157608987592806,548.6774183683273,Hotel 170
3.5226247070282017,330.0999063890222,Hotel 171
4.582092901438869,440.81980792457637,Hotel 172
3.0818962598423365,299.8729159261047,Hotel 173
1.8138614907889847,360.87144282190394,Hotel 174
1.8128162648365502,552.274344368426,Hotel 175
3.803911711184025,607.5799763464082,Hotel 176
1.899387228564009,364.7389493956498,Hotel 177
2.2200941798214355,501.02334174973873,Hotel 178
1.9521703151835719,407.0638182195515,Hotel 179
3.8212395367750456,441.1103129359796,Hotel 180
2.562636321727255,522.5967303190868,Hotel 181
1.842682667286879,533.5758137671384,Hotel 182
1.8597272106454696,378.73207837126296,Hotel 183
2.395863955603017,342.50571352996735,Hotel 184
3.250402035924259,411.5520859320962,Hotel 185
1.872823465040006,411.6146915110185,Hotel 186
1.2814983987440243,491.93609003293807,Hotel 187
1.652904313663761,299.7797885312174,Hotel 188
3.1884288881997644,433.91337809804764,Hotel 189
2.053361887048146,440.88686905927295,Hotel 190
2.848639789421297,445.75387990971944,Hotel 191
2.587947142134653,179.35380913410899,Hotel 192
2.52171467793893,486.359442540514,Hotel 193
1.912378485309663,285.06732324645634,Hotel 194
2.622832990407878,326.8084553148582,Hotel 195
1.5126455017477007,493.1251481125094,Hotel 196
2.334545531025558,454.76916793404814,Hotel 197
1.75224341711536,417.63517613596275,Hotel 198
3.0562129908411557,269.71398695179676,Hotel 199
1.0976510993382167,303.71754172902774,Hotel 200
1.1247039443792537,263.3452025248349,Hotel 201
1.3357707748890726,213.45382296281062,Hotel 202
2.0819889354408088,186.27179724404675,Hotel 203
