Label,Mass,GrowthRate
141,101.84,0.066472
142,278.81,0.040713
143,184.15,0.011869
144,79.388,0.062196
145,188.02,0.048879
146,207.9,0.005473899999999999
147,153.5,0.007591800000000001
148,171.6,0.0036861
149,103.59,0.059127
150,281.54,0.040381
151,184.47,0.019883
152,80.52600000000001,0.0689
153,190.39,0.042773
154,213.61,0.006756600000000001
155,188.73,0.018047
156,105.23,0.048503
157,284.5,0.034982
158,185.24,0.025539
159,153.63,0.0011813
160,81.85600000000001,0.070715
161,192.61,0.033313999999999996
162,213.53,0.027235000000000002
163,189.46,0.022801
164,131.95,0.0099764
165,106.65,0.036349
166,287.22,0.026112
167,186.3,0.028983
168,153.52,0.014066999999999998
169,194.47,0.022241999999999998
170,191.69,0.0014287
171,190.43,0.027286
172,132.0,0.025123
173,153.65,0.016673
174,107.78,0.025478999999999998
175,289.47,0.016013999999999997
176,187.6,0.028924000000000002
177,195.82,0.011863
178,191.56,0.009978299999999999
179,191.62,0.031791
180,132.61,0.03508
181,154.19,0.02103
182,108.59,0.017793
183,290.97,0.0090944
184,189.01,0.026909
185,153.92,0.029785000000000002
186,196.63,0.0046225
187,191.83,0.018356
188,193.04,0.035466000000000004
189,133.66,0.038721
190,154.94,0.02373
191,109.15,0.013026
192,291.79,0.0071179
193,190.32,0.022625
194,154.8,0.030760000000000003
195,196.99,0.0021582
196,198.67,0.00049859
197,192.51,0.018031000000000002
198,194.67,0.036811
199,134.94,0.035771
200,155.81,0.019083000000000003
201,188.6,0.0036218000000000005
202,109.55,0.011773
203,292.3,0.0080328
204,191.55,0.013352000000000001
205,156.21,0.043001
206,197.09,0.0043216999999999995
207,198.34,0.015091
208,193.58,0.011198999999999999
209,196.45,0.035263
210,136.24,0.027343
211,156.77,0.019984000000000002
212,170.22,0.00078726
213,109.86,0.013800999999999999
214,292.83,0.009845999999999999
215,192.47,0.00084103
216,197.2,0.005455300000000001
217,198.72,0.029632
218,198.24,0.031602
219,137.34,0.012953999999999999
220,170.13,0.0066102
221,110.2,0.015488
222,293.47,0.011615
223,158.14,0.041877
224,199.84,0.041901
225,194.9,0.0089863
226,197.28,0.012031
227,199.92,0.027194
228,139.31,0.0048287
229,138.11,0.0019500999999999998
230,157.81,0.025615
231,172.54,0.0049996
232,170.29,0.011637
233,140.07,0.0097866
234,110.62,0.016073
235,294.27,0.011881000000000001
236,160.54,0.029268000000000002
237,201.67,0.048695999999999996
238,197.45,0.024253999999999998
239,201.39,0.023202
240,139.42,0.0073420000000000004
241,158.87,0.017332
242,172.6,0.0115
243,170.69,0.014653
244,139.86,0.040208
245,111.05,0.017273
246,295.18,0.0096659
247,140.93,0.0017974
248,210.35,0.016794999999999997
249,204.01,0.048899
250,198.46,0.026697000000000002
251,202.64,0.020196000000000002
252,222.35,0.0025296999999999997
253,139.65,0.0084461
254,159.84,0.012925
255,188.72,0.0084125
256,172.97,0.017036000000000003
257,171.28,0.014740000000000001
258,140.76,0.06412899999999999
259,111.51,0.019154
260,296.02,0.0071342
261,140.97,0.00064335
262,149.16,0.0072804
263,211.68,0.001465
264,206.57,0.043371
265,196.18,0.007147700000000001
266,199.84,0.020994
267,203.72,0.018690000000000002
268,222.21,0.010256
269,139.93,0.0062565
270,189.03,0.011297
271,173.59,0.02304
272,171.94,0.012736
273,142.67,0.077304
274,77.768,0.0071789
275,112.01,0.021056000000000002
276,296.6,0.0056015
277,190.07,0.0040067
278,163.3,0.034114
279,209.03,0.033106000000000003
280,201.12,0.009783499999999999
281,204.69,0.017797999999999998
282,222.64,0.0096704
283,140.24,0.010038
284,160.65,0.012072
285,189.51,0.010763
286,174.45,0.028908999999999997
287,172.54,0.009543600000000001
288,145.28,0.07902100000000001
289,77.829,0.0088772
290,112.58,0.02339
291,297.07,0.0039223
292,189.91,0.017225999999999998
293,149.11,0.021192
294,122.05,0.01515
295,211.05,0.020718
296,161.26,0.00088331
297,205.62,0.01637
298,223.35,0.0075917
299,161.27,0.004364
300,190.1,0.005689199999999999
301,175.58,0.032527
302,173.03,0.005964
303,148.17,0.070074
304,113.19,0.019765
305,297.43,0.0018125999999999997
306,190.46,0.026605
307,166.15,0.025963
308,149.68,0.022012999999999998
309,122.11,0.037445
310,132.07,0.0033347000000000003
311,212.47,0.009566700000000001
312,161.23,0.0027554000000000003
313,206.51,0.014216999999999999
314,176.96,0.033237
315,173.36,0.0028672
316,150.99,0.055867999999999994
317,113.9,0.023555
318,191.55,0.030782
319,150.69,0.016880000000000003
320,122.99,0.049047
321,213.25,0.0018194000000000003
322,207.31,0.011154
323,129.81,0.014603
324,224.08,0.0037694000000000004
325,140.62,0.014155000000000001
326,178.45,0.029958
327,173.55,7.759100000000001e-05
328,153.38,0.040887
329,192.99,0.029301999999999998
330,168.86,0.033201999999999995
331,124.39,0.049754
332,161.43,0.0031288
333,207.97,0.007886
334,141.19,0.01153
335,179.89,0.018609999999999998
336,155.2,0.027351
337,114.73,0.033416
338,194.5,0.023746
339,151.96,0.022455000000000003
340,126.0,0.042861
341,208.46,0.0051635
342,129.96,0.026358999999999997
343,181.11,0.0085104
344,156.5,0.016857
345,115.65,0.035286
346,195.82,0.016271
347,197.52,0.006728499999999999
348,127.49,0.032597
349,161.68,0.00013807
350,199.42,7.977e-05
351,208.8,0.0031972
352,130.84,0.048705
353,142.03,0.027513
354,157.34,0.009637100000000001
355,116.64,0.03547
356,196.81,0.0068361
357,171.27,0.041489
358,153.24,0.022705
359,197.89,0.011581999999999999
360,208.52,0.0042872
361,128.7,0.023066
362,213.17,0.0026208000000000004
363,199.26,0.005867600000000001
364,209.0,0.0026173000000000004
365,182.04,0.007440899999999999
366,157.83,0.0054607
367,78.987,0.068334
368,117.69,0.033379
369,173.27,0.024863
370,154.3,0.012034
371,129.57,0.017281
372,213.21,0.0053343
373,199.43,0.0086149
374,209.13,0.0036723
375,132.52,0.078038
376,151.98,0.012505
377,177.34,0.0059868000000000005
378,173.25,0.00086518
379,158.1,0.00415
380,118.71,0.030877999999999996
381,161.17,0.028584
382,174.82,0.018050999999999998
383,154.97,0.0031293000000000002
384,198.48,0.019068
385,130.19,0.015761
386,213.45,0.005776699999999999
387,199.84,0.0085847
388,209.28,0.0059177
389,134.88,0.084602
390,151.38,0.0057684
391,143.22,0.046208
392,187.41,0.0010844000000000001
393,182.66,0.006433499999999999
394,177.48,0.010692
395,173.25,0.0023603
396,158.26,0.0050535
397,119.66,0.029108999999999996
398,162.28,0.031125
399,199.33,0.022615
400,208.36,0.016209
401,130.69,0.015872
402,120.94,0.012466
403,213.78,0.0037449
404,200.29,0.007826000000000001
405,209.51,0.008949799999999999
406,137.67,0.079976
407,151.48,0.013531999999999999
408,144.76,0.049116
409,152.14,0.029838
410,187.27,0.0079013
411,183.02,0.0046838999999999995
412,177.86,0.012209000000000001
413,173.32,0.0017567999999999998
414,158.42,0.0068473
415,177.29,0.032685000000000006
416,120.54,0.0276
417,163.48,0.035274
418,176.02,0.019659
419,200.38,0.024391999999999997
420,208.87,0.028354
421,241.8,0.006084399999999999
422,131.21,0.013784999999999999
423,120.93,0.03461
424,200.7,0.005957
425,209.89,0.012051000000000001
426,140.56,0.06736
427,151.82,0.023992
428,146.51,0.049135000000000005
429,153.01,0.025741000000000003
430,187.51,0.011387999999999999
431,183.24,0.0062945
432,178.42,0.0087907
433,158.66,0.0090858
434,179.27,0.010289
435,121.4,0.026848
436,164.81,0.041639999999999996
437,176.99,0.014077000000000001
438,201.58,0.022848
439,210.05,0.036966000000000006
440,241.96,0.011303
441,131.73,0.0076486
442,121.69,0.051064
443,188.48,0.0093012
444,201.07,0.0026103000000000003
445,210.45,0.014369
446,143.18,0.050642
447,152.51,0.036743
448,148.32,0.032363
449,154.41,0.029744
450,188.01,0.0090416
451,183.45,0.0075558000000000005
452,178.95,0.00060204
453,158.97,0.011072
454,122.21,0.026747000000000003
455,166.36,0.050495
456,177.75,0.0075758
457,202.81,0.018278
458,211.82,0.039738
459,242.54,0.013234000000000001
460,123.02,0.066195
461,188.51,0.026827999999999998
462,211.16,0.015419
463,145.3,0.02518
464,153.65,0.049041
465,135.13,0.0051085
466,188.58,0.0090259
467,183.82,0.01411
468,159.38,0.011333
469,123.03,0.024124
470,168.24,0.059829999999999994
471,203.89,0.011622
472,213.94,0.028234
473,243.33,0.013308
474,124.8,0.081059
475,211.96,0.014956
476,146.81,0.013798
477,155.3,0.05758099999999999
478,135.12,0.016647
479,159.85,0.0097914
480,123.84,0.017682
481,170.55,0.066719
482,204.67,0.0040488
483,216.02,0.021737
484,244.14,0.01375
485,73.058,0.0093086
486,212.78,0.0129
487,157.4,0.060320000000000006
488,135.48,0.027568000000000002
489,156.12,0.040228
490,189.15,0.011822
491,184.47,0.024481
492,160.28,0.007502199999999999
493,124.51,0.0086941
494,173.27,0.069136
495,244.95,0.015186000000000002
496,73.066,0.026594
497,213.55,0.0095197
498,159.78,0.055258
499,136.24,0.035907999999999995
500,157.85,0.028323
501,189.72,0.011488
502,185.44,0.029688
503,160.63,0.005357100000000001
504,176.25,0.065814
505,217.87,0.020380000000000002
506,245.82,0.016547
507,73.399,0.042037
508,214.16,0.0059057
509,162.17,0.044327
510,137.35,0.040023
511,190.27,0.011921
512,186.73,0.020781
513,160.88,0.003994
514,74.04,0.055094000000000004
515,164.2,0.031363999999999996
516,138.69,0.024922
517,190.81,0.013151
518,188.19,0.017922999999999998
519,161.06,0.0032796
520,74.938,0.066061
521,165.75,0.019098
522,191.4,0.013713999999999999
523,161.2,0.0029439
524,172.45,0.0014003
525,69.408,0.057849
526,204.21,0.005786199999999999
527,205.94,0.0099152
528,166.77,0.010017
529,161.33,0.0028199
530,172.32,0.008505
531,206.08,0.023639
532,167.34,0.0040739
533,161.44,0.0018341999999999998
