,player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,PPG,APG,BPG,SPG,3P%
10,Jordan Adams,adamsjo01,2015,518,258,2.311410333,-0.266177815,2.0452325190000002,0.583714711,3.8169832089999995,4.40069792,2.095889849,0.518037995,2.613927843,0.7150045859999999,0.591480559,0.123524027,0.7170854409999999,1.2402865790000002,1.95737202,0.689145957,3.1333333333333333,0.5333333333333333,0.23333333333333334,0.5333333333333333,0.4
11,Jordan Adams,adamsjo01,2016,34,15,-8.211586061,0.497957857,-7.713628204,-4.2400127780000005,4.118457854,-0.121554925,-7.734475447,1.4177346769999999,-6.31674077,-0.028101725,-0.028101725,0.0,-6.124879997000001,4.675153283999999,-1.4497267130000002,2.8832090160000003,3.5,1.5,0.0,1.5,0.0
12,Steven Adams,adamsst01,2014,3078,1528,-1.270249669,0.056605319,-1.21364435,-1.6061260990000001,-1.3838159369999998,-2.989942035,-1.4773075119999999,-0.30011631899999996,-1.777423832,0.741983669,1.087876915,-0.345893247,-1.739690093,1.022961561,-0.7167285320000001,-0.07688549900000001,3.271604938271605,0.5308641975308642,0.7037037037037037,0.49382716049382713,0.0
13,Steven Adams,adamsst01,2015,3537,1771,-1.6554765280000001,2.431648472,0.776171945,-1.9786357019999998,-0.444894746,-2.423530448,-1.859905727,1.972597164,0.112691438,2.569431836,2.569431836,0.0,-2.254183977,1.950513493,-0.30367048399999996,-0.637424446,7.671428571428572,0.9428571428571428,1.2285714285714286,0.5428571428571428,0.0
14,Steven Adams,adamsst01,2016,5203,2567,1.478173715,4.165262884,5.643436599,0.572685058,3.068726555,3.641411614,1.305029655,4.157908948,5.462938603,10.71133281,8.899270344,1.8120624680000001,1.905361444,3.711730317,5.617091761,-0.8079269170000001,7.95,0.775,1.1125,0.525,0.0
15,Steven Adams,adamsst01,2017,5279,2546,-2.123493705,1.7476981409999999,-0.37579556399999997,0.900828017,1.47722481,2.378052827,-1.626024544,1.772211917,0.146187373,3.7758581110000002,3.1437114060000004,0.632146706,-1.6317195569999998,2.405590986,0.773871429,-0.0067700040000000005,11.3125,1.075,0.975,1.1,0.0
16,Steven Adams,adamsst01,2018,5530,2687,0.605872768,1.261217468,1.867090237,4.677628618,0.38555065899999996,5.063179277,1.467602698,1.140201316,2.607804014,7.34142524,6.779274475,0.562150765,1.496105161,1.5786657869999998,3.074770949,-0.278540995,11.3125,1.075,0.975,1.1,0.0
17,Steven Adams,adamsst01,2019,6164,2828,-0.996033462,2.029234288,1.0332008259999999,3.709341273,0.943185209,4.652526482,-0.071750204,1.875017591,1.8032673869999998,6.601450742000001,6.428883158,0.172567584,-0.447206789,2.972406085,2.525199297,0.49795228700000005,13.9,1.6,1.0,1.5,0.0
18,Bam Adebayo,adebaba01,2018,2921,1445,-2.0969914469999997,0.8884759179999999,-1.208515529,-2.178966907,1.4394656330000002,-0.7395012740000001,-2.219373354,1.039458046,-1.179915308,1.172123132,1.3488689619999998,-0.17674583,-2.7198287839999997,0.461893641,-2.257935143,-0.812342362,0.0,0.0,0.0,0.0,0.0
19,Bam Adebayo,adebaba01,2019,3965,1913,-1.9529890380000001,2.562255537,0.609266499,-1.14732979,2.516800184,1.3694703940000001,-1.875309771,2.676011508,0.800701737,3.451223821,3.451223821,0.0,-2.152282678,2.278351869,0.126069191,-0.420701969,8.9,2.2,0.8,0.9,0.2
20,Deng Adel,adelde01,2019,391,194,-6.123817445,0.10619164099999999,-6.017625804,-5.4162293329999995,1.79434667,-3.6218826639999997,-6.33371243,0.5588831089999999,-5.774829321,-0.29588577,-0.29588577,0.0,-6.2241521529999995,-2.111308565,-8.335460717,-1.194190583,1.7,0.3,0.2,0.1,0.261
21,Jeff Adrien,adrieje01,2014,1908,961,-0.10937603900000001,-2.296120605,-2.405496644,1.0032382229999999,-0.962877387,0.040360836000000004,0.164665749,-2.104197284,-1.939531535,0.391857954,0.391857954,0.0,-0.755613773,-1.681563346,-2.4371771190000002,-0.370574985,10.892857142857142,1.1071428571428572,0.75,0.6071428571428571,0.0
22,Jeff Adrien,adrieje01,2015,442,215,-1.16445614,0.021467032999999996,-1.142989107,-0.346551833,3.75203925,3.405487417,-1.0416144379999999,0.917083263,-0.124531175,0.28829406399999996,0.28829406399999996,0.0,-1.6672302940000001,-0.439532817,-2.106763111,0.09939639199999999,3.5294117647058822,0.8823529411764706,0.5294117647058824,0.23529411764705882,0.0
23,Arron Afflalo,afflaar01,2014,5047,2552,1.561280125,-2.637579091,-1.076298966,-0.8648411420000001,-3.77773301,-4.642574153,1.22425804,-3.02318616,-1.79892812,1.231903915,1.231903915,0.0,0.411376476,-2.7718311960000004,-2.3604547190000003,-0.49730894,18.21917808219178,3.3972602739726026,0.0410958904109589,0.4794520547945205,0.42700000000000005
24,Arron Afflalo,afflaar01,2015,5125,2562,-0.98833756,-1.912809655,-2.901147215,-0.696763769,-0.268122947,-0.964886716,-0.985917143,-1.673151448,-2.659068591,0.097940159,0.5198025479999999,-0.421862388,-1.4427682119999998,-1.319810011,-2.762578223,-0.6740475690000001,10.56,1.12,0.08,0.36,0.4
25,Arron Afflalo,afflaar01,2016,4648,2371,-0.902059415,-2.108745951,-3.0108053669999997,0.610708527,-3.333767098,-2.723058571,-0.625410261,-2.481338924,-3.106749185,-0.424460423,-0.424460423,0.0,-0.8405301059999999,-2.375143951,-3.2156740580000003,-1.606045594,12.80281690140845,2.028169014084507,0.14084507042253522,0.352112676056338,0.382
26,Arron Afflalo,afflaar01,2017,3146,1580,-0.844881262,-4.72381563,-5.568696892,-2.624665736,-3.652299754,-6.276965491,-1.252486813,-4.757288217,-6.00977503,-2.593034888,-2.593034888,0.0,-1.84469576,-4.240256022,-6.084951782,-1.296124622,8.442622950819672,1.278688524590164,0.11475409836065574,0.3442622950819672,0.41100000000000003
27,Arron Afflalo,afflaar01,2018,1389,682,-2.946706209,-1.681921164,-4.6286273730000005,-1.8561357490000001,-0.595433401,-2.45156915,-2.8589562089999996,-1.5240339669999998,-4.382990176,-0.562242617,-0.562242617,0.0,-3.633802694,-3.040735815,-6.67453851,-1.041661365,8.442622950819672,1.278688524590164,0.11475409836065574,0.3442622950819672,0.41100000000000003
28,Alexis Ajinca,ajincal01,2014,1855,951,-2.2052967999999997,-0.79243784,-2.997734641,-0.854935199,-0.527870622,-1.382805821,-2.054606668,-0.75344482,-2.808051489,-0.028102436,-0.028102436,0.0,-1.741946245,-0.19430376100000002,-1.9362500059999999,-0.218473544,5.857142857142857,0.7142857142857143,0.8214285714285714,0.4107142857142857,0.0
29,Alexis Ajinca,ajincal01,2015,1865,967,-0.19896208199999998,1.440856434,1.241894352,-0.8988524059999999,0.573944188,-0.324908217,-0.39720136899999997,1.3755764240000001,0.978375055,1.837508138,1.7932864819999998,0.044221656,-1.056940092,1.216471195,0.15953110199999998,-0.057111061,6.514705882352941,0.6911764705882353,0.75,0.3088235294117647,0.0
30,Alexis Ajinca,ajincal01,2016,1777,861,-3.28929192,0.8329098629999999,-2.456382057,-3.115926436,2.521849552,-0.594076884,-3.4440590380000002,1.2915655000000001,-2.1524935380000003,0.262838216,0.262838216,0.0,-3.4094998939999996,0.7973434559999999,-2.612156438,0.135601825,5.966101694915254,0.5254237288135594,0.6101694915254238,0.3220338983050847,0.0
31,Alexis Ajinca,ajincal01,2017,1223,584,-4.746737147,1.719439388,-3.0272977589999996,-2.092532165,-1.0949956920000001,-3.187527857,-4.436739426,1.229835643,-3.206903783,-0.136314643,-0.136314643,0.0,-3.801996307,1.020942858,-2.781053448,0.12757212099999998,5.3076923076923075,0.3076923076923077,0.5641025641025641,0.5128205128205128,0.0
32,DeVaughn Akoon-Purcell,akoonde01,2019,49,22,-2.9308577939999996,-1.704815334,-4.6356731280000005,1.961417556,2.682314101,4.643731658,-2.229499469,-1.0198397909999999,-3.24933926,-0.005555579000000001,-0.005555579000000001,0.0,-1.262366442,0.66152002,-0.600846423,-0.894707629,0.0,0.0,0.0,0.0,0.0
33,Furkan Aldemir,aldemfu01,2015,1087,540,-0.6936209870000001,-1.21572487,-1.909345857,1.24350321,-3.04160303,-1.79809982,-0.318228362,-1.6619181319999998,-1.980146495,0.21216464,0.21216464,0.0,-1.756878546,-1.101017437,-2.857895983,0.028863509,2.268292682926829,0.6829268292682927,0.3902439024390244,0.4146341463414634,0.0
34,Cole Aldrich,aldrico01,2014,658,330,-0.34128218200000005,4.967333834,4.626051652,-0.985708833,-1.7676088819999998,-2.753317715,-0.508187124,3.896700735,3.388513611,1.02873738,1.02873738,0.0,-1.1301157640000001,1.73834343,0.608227665,-0.443568112,2.0,0.30434782608695654,0.6521739130434783,0.17391304347826086,0.0
35,Cole Aldrich,aldrico01,2015,1915,976,-1.8736280319999998,1.653066949,-0.220561084,-6.127859892999999,-0.102463994,-6.230323887000001,-2.78804587,1.4596428609999998,-1.328403009,0.709716538,0.709716538,0.0,-2.373581826,0.637865935,-1.735715892,0.247213254,5.540983606557377,1.2295081967213115,1.0655737704918034,0.6065573770491803,0.0
36,Cole Aldrich,aldrico01,2016,1770,877,-1.121396285,2.989030557,1.8676342719999999,-1.799382414,1.992568158,0.193185744,-1.340703831,2.88412763,1.5434237990000002,1.936260175,1.5263496890000001,0.409910486,-0.830005575,4.124676179,3.294670604,0.39225745799999995,5.466666666666667,0.8333333333333334,1.1333333333333333,0.7833333333333333,0.0
37,Cole Aldrich,aldrico01,2017,1088,531,-2.353657181,-0.17246434800000002,-2.526121529,-0.245050692,-0.458163166,-0.703213857,-2.040379858,-0.17378886699999999,-2.214168724,0.144464506,0.144464506,0.0,-2.449468257,0.7939798440000001,-1.655488413,-0.473588409,1.6935483870967742,0.4032258064516129,0.3709677419354839,0.4032258064516129,0.0
38,Cole Aldrich,aldrico01,2018,111,49,-7.043763084,-6.793773229,-13.83753631,-1.175560325,5.165456131,3.989895805,-6.294758546000001,-4.6802850430000005,-10.97504359,-0.20586342300000002,-0.20586342300000002,0.0,-5.229497475,-4.050028846,-9.279526322,0.11528695300000001,1.6935483870967742,0.4032258064516129,0.3709677419354839,0.4032258064516129,0.0
39,LaMarcus Aldridge,aldrila01,2014,5862,2939,1.057439735,1.8472636930000002,2.904703428,2.9198061230000003,3.55762855,6.477434672999999,1.433515593,2.326357965,3.7598735580000002,9.746017938,7.721583795,2.024434143,2.024422056,2.497569684,4.521991741,-0.8479951579999999,23.231884057971016,2.579710144927536,0.9855072463768116,0.9130434782608695,0.2
40,LaMarcus Aldridge,aldrila01,2015,5385,2720,1.937757171,2.111619556,4.049376726,3.3501039710000002,-0.6654052460000001,2.684698725,2.278443308,1.6377085359999999,3.916151844,9.152786751,8.937972946,0.214813805,2.2616049780000003,1.658809376,3.9204143539999996,-0.9372029740000001,23.3943661971831,1.7464788732394365,0.9577464788732394,0.676056338028169,0.35200000000000004
41,LaMarcus Aldridge,aldrila01,2016,5096,2598,1.0906609870000001,1.995642347,3.0863033339999997,0.6857637109999999,0.127790026,0.813553737,0.982099464,1.616412491,2.598511954,7.059470295,5.790129718999999,1.2693405759999998,0.51483322,2.016064272,2.5308974930000003,-1.033026966,17.986486486486488,1.4864864864864864,1.0945945945945945,0.5135135135135135,0.0
42,LaMarcus Aldridge,aldrila01,2017,5577,2872,-1.140349577,1.553096019,0.41274644200000005,-1.868185481,-0.969284163,-2.8374696439999996,-1.3933649869999998,1.052974577,-0.34039041,3.4371449839999997,4.08566087,-0.6485158870000001,-0.743143514,1.47008838,0.726944866,-1.6647838990000001,17.26388888888889,1.9305555555555556,1.2361111111111112,0.6388888888888888,0.41100000000000003
43,LaMarcus Aldridge,aldrila01,2018,5298,2686,2.101066834,1.0275122909999999,3.128579125,3.7147821430000003,2.64753143,6.362313573,2.59819016,1.373438861,3.971629021,9.076819119,8.582586812,0.49423230700000004,2.411605111,1.564133205,3.975738315,-1.5931524869999998,17.26388888888889,1.9305555555555556,1.2361111111111112,0.6388888888888888,0.41100000000000003
44,LaMarcus Aldridge,aldrila01,2019,5983,2931,0.642954198,1.798226345,2.441180543,0.79203999,-0.619394358,0.172645632,0.648585995,1.414263641,2.062849637,7.137532501,6.412486887999999,0.7250456129999999,0.608198425,1.1904267640000001,1.7986251880000002,-1.233310548,21.3,2.4,1.3,0.5,0.23800000000000002
45,Cliff Alexander,alexacl01,2016,78,36,-5.080260813,4.082701373,-0.99755944,-9.717044304,-2.938221729,-12.65526603,-6.354905756,2.898182484,-3.456723273,-0.012889206,-0.012889206,0.0,-4.073126081,-1.865014645,-5.938140727,-0.687410904,1.25,0.0,0.25,0.125,0.0
46,Rawle Alkins,alkinra01,2019,255,120,-4.635093213999999,-1.942549105,-6.577642319,1.5484946480000001,-2.739123967,-1.1906293190000001,-3.5384364180000003,-2.161881071,-5.700317489,-0.180513697,-0.180513697,0.0,-5.339835045,-3.4139781869999997,-8.753813232,-0.065753685,3.7,1.3,0.0,0.1,0.25
47,Grayson Allen,allengr01,2019,931,430,-4.311725021,-4.699906411000001,-9.011631433,-5.324110708,-7.077724536,-12.40183524,-4.7881036219999995,-5.549027311000001,-10.33713093,-1.679755396,-1.583498036,-0.09625736,-4.137263901,-4.700633677,-8.837897578,0.880970996,5.6,0.7,0.2,0.2,0.32299999999999995
48,Jarrett Allen,allenja01,2018,3002,1441,-3.084589273,-1.087004233,-4.171593506000001,-1.481088318,-1.129924452,-2.61101277,-2.924159372,-1.1305348720000001,-4.054694243999999,-0.956236725,-0.956236725,0.0,-3.021170337,-1.8208160359999999,-4.841986373,-0.3073628,0.0,0.0,0.0,0.0,0.0
49,Jarrett Allen,allenja01,2019,4723,2206,-2.093527538,-2.5118754709999997,-4.605403009,1.321624964,-4.386096472,-3.064471507,-1.506668479,-3.0713190910000003,-4.57798757,-2.06663699,-1.688439103,-0.378197887,-1.6067120680000002,-2.054802158,-3.6615142260000004,0.14582566800000002,10.9,1.4,1.5,0.5,0.133
50,Kadeem Allen,allenka01,2018,226,107,-5.833640566000001,-2.360320167,-8.193960734,-6.8065335739999995,3.7108701280000003,-3.0956634469999997,-6.379300135,-1.2635628,-7.642862935,-0.268439635,-0.268439635,0.0,-5.644618907999999,-1.829492539,-7.474111447,0.494443139,0.0,0.0,0.0,0.0,0.0
51,Kadeem Allen,allenka01,2019,870,416,1.660237269,-0.735413113,0.9248241559999999,2.72536093,-2.200622845,0.524738086,2.07813831,-1.023795247,1.054343063,0.801390513,0.801390513,0.0,1.129782747,-1.333298032,-0.203515285,-0.7642990759999999,9.9,4.0,0.2,0.8,0.47200000000000003
52,Lavoy Allen,allenla01,2014,2309,1087,-2.3436765630000003,-0.9242564109999999,-3.267932974,-3.692485463,2.026288196,-1.6661972669999998,-2.71047982,-0.31668423,-3.02716405,-0.152261528,-0.208787164,0.056525636,-3.072299935,-1.2010905040000002,-4.273390438,0.081618426,2.857142857142857,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0
53,Lavoy Allen,allenla01,2015,2116,1070,-1.0924718629999999,1.607812096,0.515340233,2.44717761,1.4731243509999998,3.9203019610000003,-0.40711655399999996,1.648250636,1.241134083,2.164894374,2.164894374,0.0,-0.811942573,0.623960007,-0.18798256600000002,-0.612720494,5.0,1.1587301587301588,0.6666666666666666,0.23809523809523808,0.0
54,Lavoy Allen,allenla01,2016,3305,1650,-1.4153706069999998,-0.762667674,-2.178038281,2.1236197430000003,1.3155466,3.4391663439999998,-0.7638575879999999,-0.42744029200000005,-1.191297881,1.288226225,1.450783119,-0.162556894,-0.9673027909999999,-0.692940523,-1.6602433140000001,-1.102126113,5.417721518987341,0.9620253164556962,0.5316455696202531,0.3291139240506329,0.0
55,Lavoy Allen,allenla01,2017,1806,882,-0.426681675,0.062363787000000004,-0.364317888,-1.6886736740000001,-2.948781416,-4.6374550910000005,-0.708102982,-0.571197917,-1.279300898,0.658282028,0.63611547,0.022166558,-1.576793449,-1.692411686,-3.269205136,-0.621853795,2.901639344262295,0.9344262295081968,0.39344262295081966,0.29508196721311475,0.0
56,Ray Allen,allenra02,2014,4672,2463,2.010035634,-1.478782125,0.531253509,0.508948956,-1.4900567409999999,-0.981107785,1.7721269530000001,-1.5694408659999999,0.202686087,3.750178903,2.459532323,1.29064658,2.145041306,-1.620332724,0.5247085810000001,-0.692027827,9.602739726027398,1.9589041095890412,0.1095890410958904,0.7397260273972602,0.375
57,Tony Allen,allento01,2014,2906,1508,0.36305224,2.250044825,2.613097065,1.19514251,2.070333453,3.265475963,0.567374556,2.3125263730000003,2.8799009289999997,4.400997522,3.537130126,0.863867396,-0.033846116,2.9793746530000003,2.945528537,0.958306405,9.0,1.709090909090909,0.34545454545454546,1.6363636363636365,0.23399999999999999
58,Tony Allen,allento01,2015,3807,1927,-0.49195229799999995,4.404717449,3.9127651510000003,0.195176359,5.212827821,5.40800418,-0.38877017700000005,4.7865998880000005,4.397829711,7.113151847999999,5.975577723,1.1375741259999999,-0.687905159,5.673427247999999,4.985522089,0.70850063,8.555555555555555,1.3650793650793651,0.47619047619047616,2.0476190476190474,0.345
59,Tony Allen,allento01,2016,3347,1714,-1.306404147,1.5938441319999999,0.28743998600000004,0.560973641,1.522050532,2.083024172,-0.987826565,1.699715111,0.711888546,3.045469198,2.6873545869999997,0.358114611,-1.206005699,2.582172499,1.3761667990000002,0.07229115400000001,8.359375,1.09375,0.28125,1.71875,0.35700000000000004
60,Tony Allen,allento01,2017,3722,1914,-0.947166045,2.3280308869999997,1.380864841,0.416446069,1.2405019309999998,1.6569479999999999,-0.7143372570000001,2.220195882,1.505858626,4.148433717,4.148433717,0.0,-0.691466949,3.08786995,2.396403,-0.177237662,9.056338028169014,1.380281690140845,0.4084507042253521,1.619718309859155,0.278
61,Tony Allen,allento01,2018,595,273,-2.3792747690000002,-0.848757168,-3.228031937,-1.518936905,0.581613711,-0.9373231940000001,-2.361014305,-0.614848527,-2.975862832,-0.031765185,-0.031765185,0.0,-2.5324987230000002,-0.41274164,-2.945240363,0.9647780220000001,9.056338028169014,1.380281690140845,0.4084507042253521,1.619718309859155,0.278
62,Al-Farouq Aminu,aminual01,2014,4013,2045,-1.298658777,0.8208119220000001,-0.477846854,-1.085022285,-1.2658603240000001,-2.35088261,-1.329687578,0.47150828,-0.8581792979999999,1.966334705,1.966334705,0.0,-1.3919574080000001,0.746146069,-0.645811339,-0.365099976,7.15,1.425,0.475,1.025,0.271
63,Al-Farouq Aminu,aminual01,2015,3128,1516,-0.019073746000000003,2.37103551,2.351961764,0.636244249,4.3683621960000005,5.004606445,0.093973444,2.934491398,3.028464842,4.489189758,3.3934793919999997,1.095710366,0.378677758,2.586808501,2.965486259,0.25233974,5.5675675675675675,0.7972972972972973,0.8378378378378378,0.9459459459459459,0.27399999999999997
64,Al-Farouq Aminu,aminual01,2016,5573,2713,-0.7341929909999999,1.226666017,0.49247302600000004,1.402195012,0.564229045,1.9664240569999998,-0.361509284,1.174910554,0.81340127,5.016918475,3.140314263,1.8766042109999999,0.07851133,1.102045318,1.180556647,0.49729787,10.231707317073171,1.6829268292682926,0.6463414634146342,0.8780487804878049,0.361
65,Al-Farouq Aminu,aminual01,2017,3847,1886,-2.32712854,3.399349192,1.072220653,-0.8507961479999999,2.185030668,1.33423452,-2.170817306,3.378003824,1.2071865179999999,3.802896234,3.6193832460000004,0.18351298800000002,-1.450748151,3.0370867510000004,1.586338601,-0.333967639,8.721311475409836,1.6229508196721312,0.7213114754098361,0.9836065573770492,0.33
66,Al-Farouq Aminu,aminual01,2018,4526,2203,-1.164103507,2.155596267,0.9914927590000001,1.837182241,1.3314933709999999,3.168675612,-0.6053522370000001,2.092264506,1.4869122680000002,4.759255562,4.514393812,0.24486175,-0.797968158,2.714187957,1.916219799,-0.235608152,8.721311475409836,1.6229508196721312,0.7213114754098361,0.9836065573770492,0.33
67,Al-Farouq Aminu,aminual01,2019,5656,2691,-0.49852734299999996,0.8339365940000001,0.335409251,3.607682985,-0.33052868399999996,3.2771543,0.29984583,0.636137897,0.935983728,5.0258856,4.838685585,0.187200015,0.23830026699999998,0.73385313,0.972153397,-0.591088532,9.4,1.3,0.4,0.8,0.34299999999999997
68,Lou Amundson,amundlo01,2014,366,185,-4.712510524,-1.41591584,-6.128426364,-4.203277784,2.999847085,-1.203430698,-4.896981982,-0.5617292070000001,-5.458711189,-0.24176421399999998,-0.24176421399999998,0.0,-3.903661748,-0.930021185,-4.833682932,0.376574335,0.0,0.0,0.0,0.0,0.0
69,Lou Amundson,amundlo01,2015,1835,937,-3.706456114,1.75557009,-1.950886024,-1.036730071,3.021768539,1.9850384680000002,-3.319203468,2.17756641,-1.141637058,0.7799103279999999,0.7799103279999999,0.0,-3.0141096480000003,1.722432749,-1.2916769,0.0062095119999999995,6.048780487804878,1.5853658536585367,1.2682926829268293,0.5121951219512195,0.0
70,Lou Amundson,amundlo01,2016,407,204,-4.664855483,1.5342652159999999,-3.130590268,-7.3889502789999995,4.8272987060000005,-2.5616515730000002,-5.493576432999999,2.348716255,-3.144860178,-0.041234064,-0.041234064,0.0,-4.696075577,1.270668655,-3.425406922,0.32500765,1.793103448275862,0.41379310344827586,0.2413793103448276,0.20689655172413793,0.0
71,Alan Anderson,anderal01,2014,3938,2034,-0.576045919,-0.280617479,-0.856663398,-2.009655602,0.752188108,-1.2574674940000001,-0.918986781,-0.065936846,-0.984923628,1.826651236,1.655408394,0.171242842,-0.785311361,-0.672297342,-1.457608704,-0.420140416,7.230769230769231,1.0384615384615385,0.14102564102564102,0.6153846153846154,0.33899999999999997
72,Alan Anderson,anderal01,2015,3770,1886,0.238085744,0.530332021,0.768417765,-2.345038546,4.776556124,2.4315175780000002,-0.272067463,1.470220202,1.198152739,3.8279222369999997,2.936771399,0.891150838,-0.34739828899999997,0.632635696,0.285237407,0.291740918,7.364864864864865,1.1216216216216217,0.06756756756756757,0.7567567567567568,0.348
73,Alan Anderson,anderal01,2016,403,192,0.920825461,-4.373959275,-3.4531338139999996,-0.33793512299999995,4.426107631,4.088172508,0.724463278,-2.814989106,-2.090525828,0.064595784,0.064595784,0.0,0.076368866,-2.585382156,-2.50901329,-0.00794136,5.0,1.0769230769230769,0.07692307692307693,0.3076923076923077,0.324
74,Alan Anderson,anderal01,2017,623,308,-1.742269431,-5.807475042,-7.549744473,-1.5202504490000002,-2.546386746,-4.066637195,-1.813429295,-5.492343947,-7.305773242000001,-0.7102207159999999,-0.7102207159999999,0.0,-1.7509693080000002,-4.771660182,-6.52262949,-0.778364409,2.8666666666666667,0.36666666666666664,0.0,0.1,0.318
75,Chris Andersen,anderch01,2014,3264,1713,0.628302337,1.9700662690000001,2.5983686059999997,-0.04354251,2.888746271,2.845203761,0.492892604,2.268917427,2.76181003,4.849268995,3.400408767,1.448860228,0.7078898929999999,0.934200578,1.642090471,-0.6519332879999999,6.625,0.2638888888888889,1.3472222222222223,0.4444444444444444,0.25
76,Chris Andersen,anderch01,2015,2197,1132,-1.3966650369999998,-0.706725415,-2.1033904519999997,-2.011408078,2.396247315,0.38483923700000006,-1.626335602,-0.081451838,-1.70778744,0.600826593,0.600826593,0.0,-1.99198435,-0.8870708070000001,-2.879055157,-0.175167495,5.333333333333333,0.7166666666666667,1.0166666666666666,0.43333333333333335,0.308
77,Chris Andersen,anderch01,2016,934,481,0.03316691,0.19168919399999998,0.22485610399999997,-0.722463434,-3.0837563510000003,-3.8062197839999996,-0.148049655,-0.464202644,-0.612252299,0.526616384,0.423055258,0.10356112599999999,0.090836998,-0.990813015,-0.8999760170000001,-0.335702801,4.6,0.45,0.5,0.7,0.222
78,Chris Andersen,anderch01,2017,232,114,-3.1778839260000002,0.88764184,-2.290242086,2.592806698,0.48789377899999997,3.0807004780000002,-2.218286853,0.9122675709999999,-1.306019282,0.084746752,0.084746752,0.0,-0.739743096,-0.569597448,-1.309340543,0.888559405,2.3333333333333335,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.0
