Distance,Cost Per Night,Label
8.525925224667276,261.48687234321085,Hotel 61
8.346924351869003,181.94307701158016,Hotel 62
3.92618928124806,635.4429135991325,Hotel 63
5.7560426493884345,993.9924369905176,Hotel 64
6.064249470226841,263.68523326813823,Hotel 65
8.145664410839364,677.0699132119963,Hotel 66
7.904662952327387,500.271021414707,Hotel 67
5.314056359509741,522.5903064267262,Hotel 68
7.945323239654931,520.3658267172201,Hotel 69
7.732584659183544,525.9892042717087,Hotel 70
5.350494798206363,746.7866365394138,Hotel 71
5.786329652531426,801.3176551227539,Hotel 72
4.6868305726324255,646.3485495402841,Hotel 73
3.655766625263661,618.3479898648551,Hotel 74
5.7224233183049495,741.8304746484303,Hotel 75
8.204449926601622,260.4834273188165,Hotel 76
5.178902189905829,479.7163985185322,Hotel 77
5.265178281558165,401.35672908129624,Hotel 78
5.402859799952979,727.2955582736811,Hotel 79
6.733815087720615,612.6338500533715,Hotel 80
4.598172031822136,420.6550584906662,Hotel 81
7.930271612294906,417.8776542070652,Hotel 82
6.7306687869409645,627.4972831248049,Hotel 83
1.954755897660612,600.0637906949507,Hotel 84
6.87753200345015,434.94861789034053,Hotel 85
6.359525619585496,393.318941292009,Hotel 86
4.79379407114045,382.3114247664094,Hotel 87
5.305492348523888,378.04713866827973,Hotel 88
7.150965190590862,562.2427900316624,Hotel 89
2.530080231499196,739.2173224053718,Hotel 90
8.021167306348605,803.1307979357438,Hotel 91
7.222208930868933,416.92641200750296,Hotel 92
7.139926185572794,467.95743050210666,Hotel 93
8.050852480679293,331.9197800803513,Hotel 94
7.215344247351913,265.77966624666334,Hotel 95
6.098313681080188,662.1767154306649,Hotel 96
4.369039847968121,612.9492423356664,Hotel 97
9.081495441881867,438.5558914543655,Hotel 98
5.956009850481921,714.9912880906847,Hotel 99
7.290813638500146,724.6710613161541,Hotel 100
5.131623233075848,334.98500569380246,Hotel 101
6.729270779908528,736.4700943736174,Hotel 102
6.0963644887204085,354.2755177295445,Hotel 103
5.4249188835920865,760.9433942385741,Hotel 104
8.971113269325794,664.4952989425612,Hotel 105
5.773503535036319,548.8596530200579,Hotel 106
6.824000513687385,538.037203841633,Hotel 107
4.978862247666083,684.951244153082,Hotel 108
7.1183627822748905,502.97349220073363,Hotel 109
7.238178887146159,396.0788169142556,Hotel 110
9.061671208131862,579.5887671311779,Hotel 111
2.760153548388848,692.9653644319868,Hotel 112
8.413280528535553,561.2839657631719,Hotel 113
4.712575687607173,665.4372898741537,Hotel 114
5.229490384322286,732.1415317434937,Hotel 115
5.582340950519279,1053.4970312301434,Hotel 116
3.9746380967421193,645.8305861493161,Hotel 117
5.651946224529693,464.2482431976286,Hotel 118
10.120086726948433,554.8807651841621,Hotel 119
6.718257850662654,863.471038337539,Hotel 120
9.1212373939819,745.339077111542,Hotel 121
9.274314495507575,561.5374621800372,Hotel 122
6.790753495321283,439.8609707806959,Hotel 123
6.5668438904849875,522.8821151723313,Hotel 124
7.42543315044029,740.8914736640959,Hotel 125
8.406759846446224,441.3273739906912,Hotel 126
5.404175128951832,432.7546190939006,Hotel 127
4.452540030991683,811.8968445755476,Hotel 128
5.837238819490394,596.9824739639871,Hotel 129
6.70837315530578,754.2190292314301,Hotel 130
7.633438908329444,565.9665062320782,Hotel 131
2.9792706842616736,575.00677156824,Hotel 132
4.386857543448586,464.9225503629203,Hotel 133
2.5725426963508666,418.368827960657,Hotel 134
7.742668177976172,737.5137844596958,Hotel 135
5.353174473652595,557.0018281960691,Hotel 136
5.791145442271694,484.53516899184086,Hotel 137
7.004142616066122,492.66396347059066,Hotel 138
8.609411792737145,572.3063875667776,Hotel 139
6.186382596395582,793.7433049697729,Hotel 140
1.7670091713058067,487.38048359037043,Hotel 141
7.046619031868963,599.0060246733739,Hotel 142
3.09234872241635,546.7815999775837,Hotel 143
0.0,667.8831296239871,Hotel 144
8.326522816627236,351.7636981976537,Hotel 145
7.402605259555878,953.7083077222369,Hotel 146
9.919345174698869,672.6041131067077,Hotel 147
4.655880811343202,437.9266148111053,Hotel 148
6.855764913437233,675.268808268586,Hotel 149
6.956081388001145,748.8232775161581,Hotel 150
8.248343004256201,635.4792659220792,Hotel 151
2.943825863422319,686.6140352842118,Hotel 152
5.8923667720127915,383.0378082578491,Hotel 153
7.484814706847547,294.5608024835473,Hotel 154
8.002801237842608,290.23763050194395,Hotel 155
4.309543799113715,509.08242868346,Hotel 156
6.455755427143018,425.92259115663086,Hotel 157
4.31154724019102,373.87918047449705,Hotel 158
7.121287863647691,667.0164578377463,Hotel 159
4.905907383918207,468.18748022448364,Hotel 160
4.89279365522112,591.8308762293777,Hotel 161
6.292175295305092,720.5946930832603,Hotel 162
3.1217425347377565,627.0196118124835,Hotel 163
4.842883544633748,316.5299785748873,Hotel 164
3.598376330762506,814.7326131844251,Hotel 165
7.123584652406614,730.6656163109584,Hotel 166
7.738193728180296,782.6996078097412,Hotel 167
6.4105867586243885,539.1426789677951,Hotel 168
5.612146250942572,882.8195366399991,Hotel 169
4.286781985598406,559.4036910943944,Hotel 170
9.111065011438864,678.9066329648376,Hotel 171
7.471520794005608,313.44505450409014,Hotel 172
4.473185335482424,733.9611688239585,Hotel 173
7.0814661351820725,829.8351438734242,Hotel 174
7.638046215105165,289.8822839280967,Hotel 175
3.5925526619538264,596.9738454709485,Hotel 176
4.286935913775559,1258.3977347634318,Hotel 177
8.155286924936476,466.1406573456347,Hotel 178
1.4293558299084514,834.8546510482107,Hotel 179
7.327178821014477,504.1738729215884,Hotel 180
9.37823306940864,360.2081991605554,Hotel 181
7.371236990124544,556.7570215681066,Hotel 182
8.41990932009579,639.8769568518655,Hotel 183
7.5465551650989084,522.2224766484558,Hotel 184
8.81091234421903,276.15020601187985,Hotel 185
6.244669055481906,498.2810909286806,Hotel 186
5.852653984322514,601.6811796045623,Hotel 187
5.651163494131246,258.08108144741146,Hotel 188
6.451211434542642,595.0189822650141,Hotel 189
4.821487195593784,400.7465052087356,Hotel 190
8.9709767753155,825.2364793332899,Hotel 191
8.313557609400142,650.6690629518815,Hotel 192
6.096060134679,841.8789594217249,Hotel 193
2.0071274035378632,489.94232216625846,Hotel 194
4.4955399370029,429.69803460398873,Hotel 195
4.232342569353461,971.9252664137218,Hotel 196
6.214424340032954,353.4138150174997,Hotel 197
2.0466310480421797,717.2113211256802,Hotel 198
4.8789245374767605,487.75572933622806,Hotel 199
1.749959389141946,636.3757274251611,Hotel 200
5.325123157063175,286.92384715887204,Hotel 201
7.28962751428725,70.69999999999993,Hotel 202
