Distance,Cost Per Night,Label
3.646457412742803,198.8380101804918,Hotel 83
4.520501159718512,333.9007453832493,Hotel 84
5.121186643877828,385.6867990885744,Hotel 85
6.062560274611391,285.7478064818332,Hotel 86
5.621951495941155,176.02015820824033,Hotel 87
4.128343870981762,211.06605389571766,Hotel 88
7.1384865028037225,382.72668202686543,Hotel 89
6.671321871916886,388.78314206312507,Hotel 90
4.062844753919894,308.34103733914355,Hotel 91
4.900403224372088,412.03437628921506,Hotel 92
5.632179982447113,397.773560883981,Hotel 93
5.599728420606117,396.8929921933749,Hotel 94
4.821591772513408,366.9288702038366,Hotel 95
5.725527819913284,460.47961331084775,Hotel 96
4.32316048267067,337.14955577898843,Hotel 97
6.684450312579104,368.6427617323272,Hotel 98
6.917457827365382,418.02171732066233,Hotel 99
5.879283128807759,465.8770216416115,Hotel 100
6.55723790271456,290.77452414579267,Hotel 101
6.067175980202775,440.78121774718136,Hotel 102
7.581646163731001,440.7075692974005,Hotel 103
6.519717250407075,448.9634735512073,Hotel 104
5.449899740657951,269.1643062197461,Hotel 105
4.686282027287321,213.0929968166331,Hotel 106
5.186561186807945,341.74003657722216,Hotel 107
3.9543849091266745,379.5626981265326,Hotel 108
3.6104660779279443,406.4457026986073,Hotel 109
4.808818811943716,407.1186548275189,Hotel 110
3.3608198692685582,248.60057746566875,Hotel 111
5.919998125001162,412.14134554366325,Hotel 112
5.370692038791756,288.78168174573665,Hotel 113
6.398170475351056,315.23831537700175,Hotel 114
4.776054205179412,364.95883746281277,Hotel 115
5.64656593357341,341.1940888992204,Hotel 116
5.48430032511353,342.18430360710397,Hotel 117
5.983466897289904,400.69115003051036,Hotel 118
6.4233502766393045,379.53959935500467,Hotel 119
5.985615241836352,291.8547744083548,Hotel 120
5.672157253420699,210.18247090124672,Hotel 121
5.276652241888304,381.81468516647834,Hotel 122
5.160027397689628,434.4127144377711,Hotel 123
5.219460885937669,254.6343483036709,Hotel 124
6.10737253729028,291.0081625550657,Hotel 125
5.0021527906675995,389.07795742556607,Hotel 126
4.557853761869833,450.78066556633024,Hotel 127
6.569135018840883,484.3285739522184,Hotel 128
3.755845932784886,337.0604226292399,Hotel 129
5.984641916697042,260.1777471779718,Hotel 130
5.709691266265479,581.6200329076079,Hotel 131
5.8189796322143845,353.8638164027177,Hotel 132
5.766390642703727,504.0602367275253,Hotel 133
6.876724429928933,379.06649119630225,Hotel 134
5.816136436293157,466.66664915723254,Hotel 135
5.783466259117389,304.9415292242063,Hotel 136
5.325367641260176,324.3883492324728,Hotel 137
4.6744552117616935,376.44052308738867,Hotel 138
3.8864487878960814,412.9683775838207,Hotel 139
5.1001636004948425,346.22932455108685,Hotel 140
6.93308085636701,463.09303622300723,Hotel 141
6.762496166987844,259.1562877598208,Hotel 142
5.841212472493899,417.5203495434717,Hotel 143
6.636507346364266,402.1710942155719,Hotel 144
5.182289676165716,413.0508122814437,Hotel 145
5.596890723395373,361.3805707821032,Hotel 146
5.631448492795606,379.9608918795704,Hotel 147
5.367149802394838,163.53792121672473,Hotel 148
4.29098210023516,337.37979387983,Hotel 149
6.442319503133809,293.8796201078237,Hotel 150
7.590305910678534,290.10302434726424,Hotel 151
4.580922841548623,312.8297988628877,Hotel 152
6.3143509005431175,359.87641956519246,Hotel 153
5.213109099263787,362.5177720268846,Hotel 154
4.522168148061433,411.07363745239877,Hotel 155
4.403470874686979,369.5944941286835,Hotel 156
5.796855036191478,383.47252035509325,Hotel 157
5.546236612518872,466.6399700215669,Hotel 158
5.074528898559156,471.40584409010256,Hotel 159
4.910610839931288,237.28186995616912,Hotel 160
5.169011058441231,278.88582246251417,Hotel 161
6.222343708478208,231.24838348154975,Hotel 162
3.954963142824587,396.8463501382394,Hotel 163
4.992529040382988,365.45406586208946,Hotel 164
5.842559860986343,246.42568385524442,Hotel 165
6.1707116257309576,179.64540016956573,Hotel 166
4.91925776125839,435.01448582652404,Hotel 167
4.454685219771956,346.1235044661307,Hotel 168
6.4377349934034,509.351911067384,Hotel 169
6.141629612238018,312.4840584807206,Hotel 170
4.758770510441552,457.80733175447057,Hotel 171
7.10306936592378,176.9979942414111,Hotel 172
5.353402899899668,309.19753811484907,Hotel 173
5.23220196223745,447.21723826440154,Hotel 174
4.415619233632975,321.9751815086002,Hotel 175
5.907215331375331,357.6834271826917,Hotel 176
6.308479580536703,139.55305586038807,Hotel 177
5.449639697690777,557.378401059341,Hotel 178
5.6900595176836894,314.51417271766894,Hotel 179
6.367977436462358,228.36380882129595,Hotel 180
5.665373292457827,367.1776128651933,Hotel 181
4.485793581571926,284.7715503512954,Hotel 182
5.786601854762033,326.61977243662767,Hotel 183
6.495897943921099,334.97229614955484,Hotel 184
4.068923526888025,413.72315214518545,Hotel 185
6.467432902432357,412.6943098827693,Hotel 186
4.579774067841366,352.43881167107287,Hotel 187
6.229720493698865,358.3125150146226,Hotel 188
5.031289252736906,370.1369207547593,Hotel 189
4.147620401696108,295.59429006474073,Hotel 190
4.283575232712325,386.70669648940174,Hotel 191
6.346677361845642,372.47360514979624,Hotel 192
5.488334189002929,485.6671971498117,Hotel 193
5.4302751531755495,341.43939273480413,Hotel 194
5.879947076424237,374.42985928317626,Hotel 195
4.850446521529271,385.83774628741617,Hotel 196
6.476864396898625,305.31785954984446,Hotel 197
5.0612562904507366,428.3739166828459,Hotel 198
5.713833644317021,399.20662563966164,Hotel 199
2.623273250906435,455.87875352673507,Hotel 200
3.1165784812117665,416.68363525749936,Hotel 201
3.321691886653275,391.3169698861521,Hotel 202
3.877047695643393,165.33731981204227,Hotel 203
4.106274566891201,131.31581062488772,Hotel 204
4.40637974067241,95.40997554950737,Hotel 205
4.495955450919383,70.69999999999993,Hotel 206
